CustomerID,Revenue,Quantity,InvoiceNo
13669.0,218.55,237,2
13670.0,349.7,282,1
13672.0,186.39000000000001,57,2
13673.0,387.44,114,2
13675.0,486.82000000000005,330,2
13678.0,232.6,924,1
13680.0,3719.12,1934,4
13681.0,827.83,360,4
13682.0,59.5,10,1
13684.0,65.13,38,1
13685.0,3119.44,5056,7
13686.0,72.0,70,1
13689.0,910.0,512,1
13690.0,172.25,67,1
13692.0,1488.32,1226,3
13694.0,65039.62,63312,50
13695.0,2504.13,1603,15
13697.0,151.29999999999998,177,1
13699.0,308.58000000000004,66,1
13700.0,2248.63,2281,10
13703.0,99.5,10,1
13704.0,2308.06,1531,9
13705.0,711.86,363,3
13706.0,330.79,189,1
13707.0,806.41,351,2
13708.0,285.33,301,1
13709.0,6307.650000000001,3508,13
13710.0,180.48,176,1
13711.0,252.06,140,2
13712.0,228.84,352,1
13715.0,1077.39,562,5
13716.0,138.28,138,1
13717.0,1445.01,1959,6
13718.0,306.55,173,2
13719.0,1041.68,609,5
13720.0,799.9,501,4
13721.0,524.14,316,1
13722.0,2375.41,1401,3
13723.0,199.85000000000002,43,1
13725.0,1980.56,806,8
13726.0,1079.6599999999999,1054,2
13727.0,333.48,162,2
13728.0,1016.14,458,6
13730.0,752.6,488,2
13731.0,610.59,278,2
13732.0,491.86,498,1
13735.0,2883.54,1128,4
13736.0,729.8,496,2
13737.0,339.59999999999997,125,1
13739.0,216.9,54,1
13740.0,350.75,425,1
13741.0,668.4300000000001,218,3
13742.0,3107.87,1115,12
13743.0,1341.6,1776,7
13744.0,1080.52,1153,2
13745.0,300.04,496,1
13747.0,79.6,8,1
13748.0,948.25,439,5
13750.0,1647.26,516,5
13751.0,296.25,152,1
13752.0,1175.38,874,6
13753.0,741.26,512,1
13754.0,282.59999999999997,214,2
13755.0,2108.06,1242,9
13756.0,5189.52,3188,14
13758.0,3190.55,1844,7
13759.0,659.4100000000001,287,2
13760.0,286.79,197,2
13761.0,1070.65,642,2
13762.0,306.72,272,1
13763.0,1714.96,728,1
13764.0,1519.42,926,3
13767.0,17220.36,7322,37
13769.0,2796.51,1163,10
13771.0,2634.45,1477,4
13772.0,1122.63,540,3
13774.0,345.0,192,1
13777.0,25977.16,12897,33
13778.0,178.7,70,1
13780.0,360.01,318,2
13781.0,127.84,30,1
13782.0,908.86,369,6
13784.0,2462.79,2493,11
13786.0,230.39999999999998,136,1
13787.0,309.04,337,2
13790.0,348.8,748,1
13791.0,1516.0,1200,2
13792.0,195.55,92,2
13798.0,37153.85,23948,57
13799.0,688.86,402,2
13800.0,558.32,331,1
13801.0,324.8,168,1
13802.0,4599.42,2572,3
13803.0,277.07,121,1
13804.0,2588.39,1462,7
13805.0,924.6,1900,2
13806.0,256.38,56,1
13807.0,112.6,36,1
13808.0,1747.66,782,5
13809.0,155.05,29,1
13810.0,1499.01,312,3
13811.0,814.5,68,3
13812.0,539.0,333,3
13813.0,1366.8600000000001,552,4
13814.0,1579.12,864,2
13815.0,4027.36,2560,4
13816.0,571.6700000000001,269,2
13817.0,382.98,211,2
13819.0,1140.35,1109,3
13821.0,385.64,153,2
13822.0,632.0,611,2
13823.0,957.66,439,2
13824.0,1698.94,768,5
13826.0,189.5,82,1
13827.0,409.8,138,3
13828.0,209.49,311,1
13831.0,2198.45,743,6
13832.0,52.199999999999996,28,1
13833.0,383.85,117,1
13835.0,834.57,442,4
13837.0,266.59000000000003,182,2
13838.0,674.82,254,4
13841.0,85.0,100,1
13842.0,3385.62,1768,9
13844.0,361.62,196,1
13845.0,312.98,182,1
13846.0,865.0600000000001,388,3
13848.0,1255.0,3700,3
13849.0,1537.95,1016,2
13850.0,1595.48,944,1
13851.0,2651.46,1705,3
13853.0,1090.14,312,1
13854.0,8109.5199999999995,2296,25
13856.0,388.5,494,3
13858.0,216.17,75,1
13859.0,201.16,129,1
13860.0,1245.9,591,5
13862.0,2209.36,1688,8
13863.0,305.78,224,1
13865.0,501.56,204,4
13866.0,145.67000000000002,57,1
13867.0,1005.09,501,3
13868.0,3192.54,1964,2
13869.0,3083.65,1709,4
13870.0,2770.94,1325,8
13871.0,6403.25,2806,13
13873.0,389.6,140,3
13874.0,540.45,180,1
13875.0,1786.79,1316,5
13876.0,122.7,36,1
13877.0,117.24,108,1
13878.0,1271.57,463,1
13880.0,3219.77,1842,13
13881.0,17159.52,10118,20
13882.0,1191.13,953,5
13883.0,2674.48,1436,5
13884.0,787.6,300,5
13885.0,506.8,182,2
13886.0,243.56,126,1
13887.0,349.55,147,1
13888.0,595.67,254,2
13889.0,416.90000000000003,146,1
13890.0,1883.8100000000002,831,10
13892.0,632.97,983,4
13893.0,821.1,190,1
13894.0,564.62,354,3
13895.0,2593.07,1365,4
13897.0,311.16,200,1
13898.0,155.93,133,1
13899.0,388.52,156,2
13900.0,740.95,430,3
13901.0,2867.2,1739,5
13904.0,332.64,332,2
13908.0,2369.55,1478,4
13911.0,2580.91,2731,9
13914.0,626.45,380,2
13917.0,272.04,228,2
13918.0,1212.8400000000001,1140,2
13919.0,384.81,474,2
13922.0,172.25,93,1
13923.0,351.13,185,1
13924.0,1838.8500000000001,1575,6
13925.0,678.25,331,4
13926.0,223.85000000000002,104,1
13927.0,348.99,214,1
13928.0,464.57,129,4
13929.0,842.65,143,2
13930.0,337.34,274,2
13931.0,1237.53,725,2
13932.0,307.4,72,1
13933.0,608.7900000000001,205,2
13934.0,922.1,390,1
13936.0,376.58,330,1
13937.0,158.85,123,1
13938.0,71.66,70,1
13939.0,568.55,847,3
13940.0,839.14,516,4
13941.0,5112.96,2364,5
13946.0,561.5699999999999,443,3
13947.0,90.6,44,1
13948.0,102.0,40,1
13949.0,2427.32,2474,6
13950.0,745.06,323,4
13951.0,674.45,459,3
13952.0,3251.071,1431,2
13953.0,3515.68,2724,7
13954.0,439.92,150,2
13955.0,322.96,154,2
13956.0,1019.27,486,5
13959.0,594.04,355,3
13960.0,230.22,142,2
13962.0,169.55,87,2
13963.0,664.54,460,4
13967.0,80.7,42,1
13969.0,9024.17,4528,18
13971.0,2758.26,1844,8
13972.0,190.25,187,2
13973.0,264.7,109,1
13974.0,413.59000000000003,249,1
13975.0,2461.2400000000002,1697,6
13976.0,357.98,154,1
13978.0,196.79000000000002,315,2
13979.0,869.87,639,1
13980.0,200.14,172,1
13982.0,1871.81,1136,4
13983.0,2603.43,1183,12
13984.0,920.51,679,5
13985.0,7060.13,3447,15
13986.0,320.46,430,1
13988.0,4147.96,3044,6
13989.0,1266.08,1313,2
13990.0,311.3,190,1
13991.0,852.88,995,6
13992.0,76.8,64,1
13993.0,3466.36,900,9
13994.0,2274.14,932,6
13995.0,1393.69,879,5
13999.0,3901.81,2243,12
14000.0,635.66,710,1
14001.0,2043.0800000000002,962,3
14002.0,529.73,877,2
14004.0,4582.64,2668,7
14005.0,2874.72,2478,5
14006.0,962.19,641,3
14009.0,695.61,365,2
14012.0,328.8,160,1
14013.0,473.02,462,3
14014.0,505.18,1076,1
14015.0,917.34,378,1
14016.0,4341.21,2125,4
14019.0,1421.61,1037,3
14020.0,642.8,441,2
14021.0,631.9,192,3
14022.0,440.0,487,1
14023.0,584.07,345,2
14024.0,327.7,150,2
14027.0,104.82,62,1
14029.0,467.66,198,2
14030.0,2358.84,1478,8
14031.0,17286.86,5788,19
14032.0,2975.59,2032,11
14034.0,648.89,420,3
14035.0,1428.02,739,5
14036.0,626.65,268,1
14037.0,147.20000000000002,46,2
14038.0,1560.38,965,3
14039.0,152.2,92,1
14040.0,3560.32,1544,12
14041.0,141.41,94,1
14044.0,646.42,304,4
14045.0,1659.75,535,4
14046.0,154.99,460,1
14047.0,1308.6100000000001,381,5
14048.0,409.93,288,1
14049.0,5578.72,3808,4
14050.0,746.36,689,2
14051.0,15610.390000000001,3756,23
14052.0,225.36,89,1
14053.0,260.25,215,2
14054.0,92.46,62,1
14055.0,725.6400000000001,216,1
14056.0,8152.71,4252,23
14057.0,6211.66,4873,17
14059.0,183.6,128,1
14060.0,6140.42,5386,19
14062.0,10464.85,5593,12
14064.0,1334.34,1772,5
14066.0,152.55,45,1
14067.0,374.7,361,2
14068.0,265.85,73,1
14071.0,1437.57,994,8
14073.0,151.04,130,1
14075.0,942.26,754,3
14076.0,118.67,79,1
14077.0,499.41999999999996,268,5
14078.0,1049.37,310,6
14079.0,375.1,301,1
14080.0,45.599999999999994,48,1
14081.0,921.62,592,2
14082.0,182.25,110,1
14083.0,1002.9,705,9
14085.0,4421.29,3177,18
14087.0,191.47,250,1
14088.0,50491.81,12665,13
14089.0,158.75,133,1
14090.0,76.32000000000001,72,1
14092.0,4076.91,2066,14
14093.0,433.86,391,1
14096.0,65164.79,16352,17
14098.0,147.35,104,1
14099.0,3104.17,2179,11
14100.0,191.95000000000002,63,1
14101.0,5976.79,6942,6
14102.0,1105.8799999999999,769,5
14104.0,216.20999999999998,72,2
14105.0,1266.23,800,1
14107.0,2703.23,1793,7
14108.0,597.91,381,2
14109.0,144.2,88,1
14110.0,5683.15,2457,12
14111.0,692.85,458,4
14112.0,2915.15,1651,7
14113.0,1840.42,745,4
14114.0,386.53,101,2
14116.0,1382.74,707,5
14117.0,90.0,72,1
14121.0,2780.15,2082,4
14124.0,419.58000000000004,1618,1
14125.0,2720.63,1628,3
14126.0,706.1300000000001,508,3
14127.0,709.71,321,3
14128.0,637.5,564,2
14129.0,1123.8600000000001,592,5
14130.0,480.91,257,1
14132.0,3586.0299999999997,3368,11
14133.0,605.64,348,3
14135.0,4690.31,3850,15
14138.0,965.8800000000001,600,2
14139.0,415.82,510,1
14140.0,935.05,811,2
14141.0,915.13,355,4
14142.0,311.81,313,1
14143.0,115.8,30,1
14145.0,3742.2,756,4
14146.0,4191.0,2437,5
14147.0,483.4,108,2
14148.0,157.2,16,1
14149.0,446.62,218,1
14150.0,658.64,496,2
14152.0,621.29,711,2
14154.0,1345.62,465,2
14155.0,118.75,25,1
14156.0,117210.08,57768,55
14157.0,424.89000000000004,271,2
14158.0,507.66,781,1
14159.0,4630.35,4348,11
14161.0,1097.6200000000001,450,3
14162.0,289.36,142,2
14163.0,2445.91,893,4
14164.0,1631.77,1033,2
14165.0,120.44,53,1
14167.0,562.59,147,4
14171.0,363.79,167,1
14173.0,450.84,150,4
14174.0,134.46,94,1
14175.0,3222.3,1515,3
14176.0,576.9000000000001,209,4
14177.0,549.46,204,4
14178.0,1600.26,1494,7
14179.0,701.57,319,2
14180.0,4748.52,719,25
14184.0,452.89,127,1
14185.0,197.65,6,1
14188.0,2054.36,1162,6
14189.0,4654.08,3937,15
14191.0,4684.76,3662,13
14193.0,853.39,445,2
14194.0,11349.52,5840,21
14195.0,1012.0,760,2
14196.0,335.52,142,1
14198.0,701.4,290,4
14199.0,185.39999999999998,28,1
14201.0,747.44,590,7
14204.0,150.61,72,1
14205.0,466.7,204,2
14206.0,328.15999999999997,276,1
14208.0,151.74,114,1
14209.0,2073.43,691,6
14210.0,1905.8400000000001,760,6
14211.0,2241.1,1242,9
14212.0,1070.48,1152,1
14214.0,1004.38,751,5
14215.0,1789.72,1358,6
14216.0,1839.3,594,4
14217.0,2004.98,689,17
14218.0,169.48000000000002,160,1
14219.0,89.94,78,1
14220.0,632.4,272,2
14221.0,3432.8,2191,9
14222.0,683.17,607,1
14223.0,991.13,585,3
14224.0,1009.73,483,4
14226.0,2214.79,1296,5
14227.0,3350.96,1820,10
14229.0,1547.2,610,3
14231.0,925.71,409,3
14232.0,2048.07,1941,5
14233.0,1462.72,680,4
14234.0,754.12,951,4
14235.0,3144.86,1959,5
14236.0,490.86,310,2
14237.0,161.0,38,1
14238.0,146.85,111,1
14239.0,2380.85,993,11
14240.0,890.34,418,2
14241.0,213.70000000000002,146,1
14242.0,280.55,123,2
14243.0,2588.77,1221,10
14245.0,1693.45,976,2
14246.0,1474.06,804,3
14247.0,136.76999999999998,47,1
14248.0,302.58,102,1
14250.0,1904.05,1200,3
14251.0,2879.7000000000003,1674,5
14256.0,969.0600000000001,414,2
14257.0,3099.7200000000003,1682,5
14258.0,12669.98,7100,9
14259.0,120.0,68,1
14261.0,1163.45,406,2
14262.0,2618.23,1645,8
14264.0,333.97,70,2
14265.0,530.18,330,2
14267.0,1516.24,530,3
14270.0,492.65000000000003,197,1
14271.0,112.32,88,1
14272.0,437.96,599,2
14273.0,559.97,264,4
14276.0,1119.74,744,3
14277.0,4188.0,1976,3
14280.0,134.04,52,1
14282.0,3701.44,2656,15
14284.0,595.25,161,2
14285.0,1910.01,541,4
14286.0,4628.75,4338,3
14287.0,176.63,261,3
14288.0,426.6,188,1
14289.0,911.26,292,6
14290.0,2314.65,915,5
14291.0,3883.25,2749,11
14292.0,4871.93,1663,9
14293.0,1046.56,709,4
14295.0,166.20000000000002,84,1
14297.0,1305.33,865,4
14298.0,51527.3,58343,44
14299.0,3965.62,2149,9
14300.0,43.2,32,1
14301.0,640.14,606,1
14304.0,383.45,139,1
14305.0,1858.96,1089,3
14306.0,2093.32,1075,2
14307.0,2995.72,2058,6
14309.0,2352.53,1633,9
14311.0,310.26,146,1
14312.0,1611.59,1012,6
14314.0,120.0,296,1
14315.0,2481.13,1021,6
14317.0,508.58000000000004,255,1
14320.0,477.79,325,2
14321.0,1530.75,2406,5
14323.0,605.0600000000001,350,2
14326.0,183.85,103,1
14327.0,311.65,139,1
14329.0,4975.24,3087,7
14331.0,462.65999999999997,252,2
14332.0,840.21,463,3
14333.0,415.2,58,1
14334.0,2552.21,1731,8
14335.0,454.86,375,2
14336.0,1614.91,1759,4
14338.0,588.22,335,2
14339.0,309.52,168,1
14340.0,134.7,58,1
14341.0,2166.98,1397,8
14342.0,668.5600000000001,347,4
14344.0,889.9300000000001,477,8
14345.0,108.97999999999999,50,1
14346.0,1021.58,605,2
14348.0,409.57,183,1
14349.0,133.5,86,1
14350.0,282.93,183,1
14351.0,51.0,12,1
14352.0,1078.96,538,4
14353.0,90.6,64,1
14354.0,163.62,210,2
14355.0,174.4,92,1
14356.0,701.23,277,2
14357.0,225.12,147,1
14359.0,912.18,371,3
14360.0,2118.03,1139,4
14362.0,151.5,96,1
14364.0,3717.35,1967,8
14367.0,9227.82,4426,16
14368.0,155.0,36,1
14371.0,100.5,34,1
14373.0,76.55,17,1
14375.0,235.56,184,1
14377.0,617.05,219,2
14379.0,348.1,292,2
14381.0,202.68,146,1
14382.0,615.49,1231,1
14383.0,1247.69,817,3
14385.0,202.11,159,3
14386.0,142.4,54,1
14387.0,1727.6,795,3
14388.0,3212.84,1941,8
14389.0,1043.46,729,2
14390.0,4642.57,2133,9
14393.0,67.95,13,1
14395.0,3479.91,1689,9
14396.0,487.99,225,2
14397.0,2612.96,1890,19
14400.0,574.7,454,1
14401.0,4051.48,4507,13
14403.0,1475.81,519,4
14404.0,1449.32,827,6
14406.0,156.75,77,1
14407.0,2157.73,1415,6
14408.0,2599.03,1610,7
14409.0,2059.4500000000003,1230,6
14410.0,1100.27,569,9
14411.0,1063.0,196,1
14412.0,770.03,786,2
14413.0,121.05,67,1
14414.0,1496.98,2512,7
14415.0,5855.57,2996,13
14416.0,490.22,326,2
14418.0,1937.25,1711,3
14419.0,1051.79,483,6
14420.0,387.52,334,1
14421.0,813.11,365,2
14422.0,4263.64,2906,6
14423.0,265.2,120,1
14424.0,322.08,48,1
14426.0,4481.67,2699,10
14427.0,363.34000000000003,228,2
14428.0,1224.06,428,5
14431.0,470.36,130,1
14432.0,2248.5,2013,6
14434.0,1372.8,368,6
14436.0,89.06,129,1
14437.0,63.0,60,1
14438.0,131.9,82,1
14439.0,2661.24,526,1
14440.0,2357.6800000000003,588,5
14441.0,1712.89,446,4
14442.0,1589.82,482,2
14443.0,1420.2,938,4
14446.0,1010.35,916,4
14447.0,1163.23,571,5
14448.0,375.35,104,2
14449.0,885.8,741,4
14450.0,483.25,241,3
14451.0,643.9,378,2
14452.0,259.05,116,2
14453.0,119.93,49,1
14456.0,3017.28,2885,9
14457.0,113.64,88,1
14459.0,1837.92,760,1
14460.0,434.34,881,3
14461.0,2103.06,766,3
14462.0,1980.57,956,11
14463.0,529.62,179,3
14465.0,1038.44,398,3
14466.0,2272.4,1006,7
14467.0,596.26,276,4
14470.0,461.19,193,2
14472.0,1852.67,1135,8
14473.0,234.34000000000003,88,2
14474.0,547.66,140,1
14475.0,925.85,447,3
14476.0,193.0,110,1
14477.0,1309.6,720,4
14479.0,316.25,117,2
14480.0,279.05,143,1
14481.0,636.51,489,2
14482.0,2022.81,1627,6
14483.0,137.1,97,1
14484.0,321.92,210,1
14485.0,162.8,70,1
14487.0,1165.48,712,6
14488.0,1064.28,799,1
14489.0,463.38,299,1
14491.0,340.93,139,2
14493.0,2383.2400000000002,1285,5
14494.0,139.56,92,1
14495.0,123.8,62,2
14496.0,538.8100000000001,159,2
14497.0,475.37,235,1
14498.0,1957.32,1098,5
14499.0,808.44,496,3
14500.0,356.85,117,3
14501.0,251.21,161,2
14502.0,2429.83,1480,11
14503.0,3543.26,2004,6
14504.0,673.26,308,4
14505.0,5859.43,2739,8
14506.0,1960.65,704,5
14507.0,1367.88,594,6
14508.0,268.05,129,2
14511.0,1314.81,784,5
14512.0,275.28,122,2
14513.0,455.59000000000003,361,3
14514.0,990.2,564,3
14515.0,2076.89,1110,6
14517.0,330.45,91,2
14518.0,174.37,278,1
14520.0,270.6,146,2
14522.0,974.54,525,4
14523.0,241.09,251,1
14524.0,1843.83,669,9
14525.0,4215.9,2637,9
14527.0,8507.13,2088,55
14528.0,364.21999999999997,278,1
14529.0,578.61,325,3
14530.0,2862.11,1395,6
14532.0,932.85,284,4
14533.0,1949.72,4019,7
14534.0,4397.3,2027,18
14535.0,2854.84,1824,3
14536.0,170.95,39,1
14537.0,355.56,120,1
14538.0,388.25,155,2
14539.0,537.48,428,2
14540.0,952.66,411,3
14541.0,1453.35,641,8
14542.0,103.25,19,1
14543.0,3599.73,675,16
14544.0,2004.3,1536,2
14546.0,2573.93,1313,5
14547.0,3974.75,2639,8
14548.0,652.8,256,2
14549.0,289.24,136,1
14550.0,757.37,389,2
14551.0,186.23,106,2
14552.0,164.22,90,1
14553.0,859.27,493,5
14554.0,2279.4900000000002,1443,4
14555.0,312.54,122,2
14557.0,788.38,510,1
14560.0,2237.77,1260,22
14561.0,1080.76,1014,3
14562.0,5006.77,1815,18
14565.0,3099.12,1540,4
14566.0,1432.0,800,1
14567.0,1530.3600000000001,412,2
14569.0,227.39,79,1
14570.0,218.06,95,2
14572.0,2804.54,1420,7
14573.0,1639.82,534,9
14576.0,35.400000000000006,12,1
14577.0,859.71,353,4
14578.0,168.63,240,1
14581.0,138.6,217,1
14582.0,114.11,73,1
14583.0,986.96,751,5
14584.0,1033.06,381,4
14585.0,157.05,91,1
14586.0,237.36,444,1
14587.0,1580.29,749,9
14589.0,39.75,5,1
14591.0,1320.21,1228,4
14592.0,557.94,407,3
14593.0,617.15,330,3
14594.0,363.33,183,2
14595.0,1740.6,978,6
14597.0,866.24,566,2
14598.0,221.97,189,1
14600.0,393.33000000000004,125,1
14601.0,213.96,168,1
14603.0,660.0,400,1
14606.0,12076.15,6187,93
14607.0,16209.5,11526,14
14608.0,1785.15,437,4
14609.0,601.56,7026,4
14616.0,406.08000000000004,104,3
14618.0,553.44,264,3
14619.0,394.44,152,1
14620.0,412.78000000000003,214,2
14621.0,1788.3600000000001,993,5
14622.0,320.58000000000004,146,1
14623.0,886.7,418,5
14624.0,225.85,162,2
14625.0,899.63,335,2
14626.0,2791.27,1403,4
14628.0,671.96,272,2
14629.0,955.26,378,2
14631.0,1006.98,622,3
14632.0,114.56,96,1
14633.0,344.90000000000003,96,1
14636.0,609.85,241,2
14638.0,443.6,166,1
14639.0,2984.49,1431,6
14640.0,2107.38,880,6
14641.0,110.46,90,1
14642.0,96.12,76,1
14643.0,693.8100000000001,815,2
14644.0,830.76,258,2
14645.0,597.09,381,2
14646.0,280206.02,197491,74
14647.0,236.04000000000002,91,1
14649.0,1402.59,1004,4
14651.0,653.75,343,2
14652.0,114.18,53,1
14653.0,1926.65,945,7
14655.0,1932.23,1089,4
14656.0,291.05,120,2
14657.0,848.22,466,4
14658.0,247.15,47,2
14659.0,2529.93,1195,9
14660.0,285.74,228,2
14661.0,107.95,35,1
14662.0,741.37,578,4
14664.0,636.24,465,2
14665.0,1835.7,740,5
14666.0,195.25,161,1
14667.0,9175.04,5319,25
14669.0,1259.24,770,3
14670.0,392.86,326,2
14672.0,765.55,454,2
14673.0,1736.4,1004,5
14675.0,596.36,336,1
14676.0,2548.2400000000002,2500,6
14680.0,28754.11,13476,16
14681.0,498.95,76,3
14682.0,52.0,80,2
14684.0,1201.51,821,5
14687.0,628.38,470,1
14688.0,5579.1,3584,21
14689.0,112.8,76,1
14690.0,355.05,167,2
14691.0,2114.33,707,5
14692.0,591.55,265,4
14693.0,172.9,34,1
14696.0,2078.95,1630,7
14697.0,188.60999999999999,181,2
14698.0,1217.27,602,5
14699.0,109.13000000000001,77,1
14700.0,2195.1,1314,3
14701.0,2526.09,921,9
14702.0,3251.79,1439,17
14703.0,318.17,183,1
14704.0,1493.96,1043,9
14705.0,179.0,100,1
14708.0,1126.37,621,3
14709.0,4921.04,2484,13
14710.0,599.48,375,4
14711.0,2839.62,966,11
14712.0,917.07,315,3
14713.0,2662.2,1613,11
14714.0,160.19,229,1
14715.0,867.38,521,4
14716.0,307.51,495,2
14719.0,1581.84,1025,5
14720.0,663.81,219,3
14722.0,180.42000000000002,118,1
14723.0,1122.3600000000001,673,6
14725.0,655.58,588,1
14727.0,268.58,62,1
14729.0,313.49,197,1
14730.0,1897.57,1078,8
14731.0,380.02,256,3
14732.0,2702.4900000000002,1405,8
14733.0,9585.91,3764,12
14735.0,6065.69,2264,32
14737.0,1164.55,345,3
14738.0,1314.45,601,7
14739.0,3902.28,3820,7
14740.0,1448.21,735,3
14741.0,1400.34,841,6
14744.0,1099.98,627,7
14745.0,1220.26,1038,5
14747.0,328.2,84,1
14748.0,1415.75,1223,5
14752.0,389.64,260,1
14753.0,563.15,211,1
14754.0,638.05,486,2
14755.0,5010.28,2219,11
14756.0,738.96,416,1
14757.0,420.5,160,1
14758.0,1484.06,419,4
14759.0,1625.97,569,3
14760.0,89.2,40,1
14761.0,255.9,118,2
14762.0,300.52,341,1
14764.0,278.3,190,1
14765.0,254.11,135,3
14766.0,2473.37,1349,6
14768.0,192.60000000000002,52,2
14769.0,10416.98,7239,8
14770.0,876.42,490,2
14772.0,139.26,82,1
14775.0,1011.9,1174,3
14776.0,2538.3,3134,11
14778.0,730.86,306,2
14779.0,386.15,84,3
14780.0,447.68,310,2
14782.0,200.10000000000002,114,1
14784.0,289.99,237,2
14785.0,77.4,84,2
14788.0,679.4399999999999,421,2
14789.0,197.64,116,1
14790.0,745.06,699,4
14792.0,6.2,2,1
14793.0,228.99,91,1
14794.0,1319.91,673,7
14795.0,131.45000000000002,17,1
14796.0,7975.49,5995,17
14798.0,173.74,150,3
14799.0,157.7,146,1
14800.0,4331.79,3644,12
14801.0,189.34,173,1
14803.0,845.55,370,3
14804.0,353.27,121,1
14805.0,546.4,114,4
14806.0,193.39000000000001,330,1
14808.0,2718.6,2120,8
14810.0,2085.33,1015,11
14813.0,152.88,66,2
14815.0,778.5,744,2
14816.0,271.85,5,1
14817.0,1110.34,655,2
14818.0,657.8,324,3
14819.0,272.07,109,2
14820.0,507.29,253,4
14821.0,48.800000000000004,20,1
14823.0,321.43,88,3
14824.0,1127.71,525,4
14825.0,2221.01,989,12
14828.0,2139.76,2172,3
14829.0,697.55,452,4
14830.0,188.88,164,1
14834.0,1720.3,734,6
14836.0,102.44999999999999,45,3
14837.0,1649.5,1436,4
14840.0,62.85,31,1
14841.0,3295.76,1778,6
14842.0,2824.69,1166,4
14844.0,3189.81,1833,4
14847.0,309.4,120,1
14849.0,7930.54,5694,25
14850.0,325.75,293,1
14851.0,511.35,325,2
14852.0,2836.69,1747,6
14853.0,475.8,82,2
14854.0,2740.03,1820,7
14855.0,645.65,267,2
14856.0,1290.53,711,3
14857.0,1173.12,464,2
14859.0,1353.74,671,4
14860.0,170.32,232,1
14861.0,125.79,117,1
14862.0,841.1999999999999,772,2
14863.0,266.76,132,1
14865.0,52.2,108,2
14866.0,14389.9,6752,12
14867.0,710.28,328,3
14868.0,2953.59,1405,8
14869.0,721.45,549,2
14870.0,327.25,119,1
14871.0,501.28000000000003,179,4
14873.0,519.68,168,1
14875.0,1465.3200000000002,558,2
14878.0,1476.09,799,9
14880.0,690.59,365,3
14881.0,255.4,316,1
14882.0,589.7,158,2
14883.0,761.59,790,6
14885.0,765.3199999999999,724,1
14886.0,364.8,160,1
14887.0,1862.0,1100,1
14888.0,369.2,184,1
14889.0,135.9,90,1
14890.0,125.65,51,1
14891.0,554.38,505,2
14893.0,1237.8500000000001,799,2
14894.0,655.75,265,1
14895.0,11138.710000000001,4851,20
14896.0,468.77000000000004,279,2
14897.0,1366.38,468,4
14898.0,1269.31,1001,6
14901.0,1421.29,661,9
14902.0,332.66,218,1
14903.0,2795.33,1531,5
14904.0,1025.44,1985,2
14905.0,616.15,287,2
14907.0,3501.1,1691,7
14908.0,277.8,132,1
14910.0,434.35,238,4
14911.0,143711.17,80490,201
14912.0,867.85,971,2
14913.0,1227.43,1743,4
14915.0,307.48,112,2
14916.0,1268.98,1136,4
14918.0,1610.15,675,2
14920.0,977.77,509,2
14921.0,1316.07,953,2
14923.0,749.1,418,1
14924.0,310.05,64,1
14929.0,223.88,136,1
14930.0,2362.96,1160,3
14931.0,1257.68,417,5
14932.0,363.53,80,1
14934.0,1890.94,1042,2
14935.0,1784.71,935,1
14936.0,8137.02,4085,8
14937.0,1621.88,484,3
14944.0,5900.25,2815,12
14946.0,100.9,22,1
14947.0,290.82,179,2
14948.0,1101.97,673,6
14950.0,371.2,136,1
14951.0,311.69,311,1
14952.0,8099.49,3355,11
14953.0,285.67,224,1
14954.0,294.85,117,1
14957.0,58.49,34,1
14958.0,483.72999999999996,128,3
14959.0,695.42,494,4
14960.0,221.27,221,2
14961.0,7044.68,3708,9
14962.0,126.7,44,1
14963.0,1472.34,1159,5
14964.0,206.21,143,1
14965.0,596.09,363,2
14966.0,183.02,179,1
14967.0,463.8,140,1
14968.0,147.59,127,1
14970.0,1592.06,250,4
14971.0,1097.98,639,3
14972.0,114.77,28,1
14973.0,1314.45,369,3
14974.0,89.94,37,1
14975.0,279.94,380,1
14976.0,790.86,234,7
14978.0,1921.3700000000001,523,5
14981.0,102.12,97,1
14984.0,202.37,58,2
14985.0,292.01,256,2
14987.0,326.4,128,2
14988.0,334.54,141,1
14995.0,231.98000000000002,102,2
14997.0,546.1999999999999,1120,3
14998.0,414.87,258,2
15000.0,490.52,218,1
15002.0,1641.76,862,4
15004.0,1220.77,623,1
15005.0,6295.37,4230,28
15006.0,480.38,286,1
15007.0,156.91,69,1
15009.0,1259.43,639,3
15010.0,308.94,184,1
15012.0,405.04,225,2
15014.0,257.67,149,2
15016.0,170.04,76,1
15017.0,125.58,63,1
15018.0,496.21000000000004,189,3
15019.0,252.81,150,1
15021.0,1871.77,819,9
15022.0,852.39,527,4
15023.0,6720.41,2827,11
15024.0,1636.43,902,10
15025.0,361.96,184,1
15026.0,469.0,285,3
15027.0,1066.1499999999999,565,4
15028.0,627.13,459,4
15030.0,518.28,372,2
15031.0,653.19,400,4
15032.0,4959.1,2968,3
15033.0,2557.18,1672,10
15034.0,4274.16,2413,8
15035.0,252.73000000000002,245,1
15036.0,429.56,316,3
15038.0,685.74,212,6
15039.0,19766.59,9131,47
15041.0,179.93,103,1
15042.0,135.93,30,1
15043.0,537.0,300,1
15044.0,7634.7300000000005,2785,17
15045.0,735.66,114,2
15046.0,5090.42,3372,15
