CustomerID,Total_Revenue,Total_Orders,Total_Units,First_Purchase,Last_Purchase,AOV,Revenue_Rank,Cumulative_Revenue,Cumulative_Revenue_%,Customer_%
13988.0,4147.96,6,3044,2011-03-30 11:48:00,2011-11-20 10:15:00,691.3266666666667,350,5135988.749999996,57.79079586468867,8.06637474072367
12569.0,4124.69,32,1801,2011-04-01 13:47:00,2011-12-07 16:24:00,128.8965625,351,5140113.439999997,57.837207398941956,8.089421525697166
17920.0,4119.5,17,2473,2010-12-01 11:49:00,2011-12-05 14:29:00,242.3235294117647,352,5144232.939999997,57.88356053465796,8.112468310670662
16592.0,4113.68,16,2927,2011-02-25 10:19:00,2011-12-05 13:49:00,257.105,353,5148346.619999996,57.92984818299688,8.135515095644157
13555.0,4098.88,4,2636,2011-05-22 11:06:00,2011-09-27 12:36:00,1024.72,354,5152445.499999996,57.97596929986144,8.158561880617654
16401.0,4098.32,12,3882,2011-01-16 10:56:00,2011-12-08 18:15:00,341.52666666666664,355,5156543.819999997,58.02208411553509,8.18160866559115
18041.0,4097.37,21,3758,2010-12-02 11:21:00,2011-11-28 11:39:00,195.11285714285714,356,5160641.189999997,58.068188241688425,8.204655450564646
16670.0,4095.9,11,2556,2010-12-16 10:30:00,2011-11-23 09:34:00,372.3545454545455,357,5164737.089999997,58.114275827215586,8.227702235538143
12749.0,4090.88,5,1471,2011-05-10 15:25:00,2011-12-06 09:56:00,818.176,358,5168827.969999997,58.160306927067,8.250749020511638
14092.0,4076.91,14,2066,2010-12-16 15:47:00,2011-12-02 12:13:00,291.2078571428571,359,5172904.879999997,58.206180834709166,8.273795805485134
12449.0,4067.29,4,1553,2011-06-05 15:37:00,2011-11-17 13:46:00,1016.8225,360,5176972.169999997,58.251946496893005,8.296842590458631
17377.0,4058.32,20,2038,2010-12-01 12:35:00,2011-11-16 11:17:00,202.916,361,5181030.489999997,58.29761122750084,8.319889375432126
18087.0,4055.7199999999993,2,3907,2011-02-22 10:43:00,2011-09-02 15:12:00,2027.8599999999997,362,5185086.209999997,58.34324670257938,8.342936160405623
14401.0,4051.48,13,4507,2010-12-15 09:07:00,2011-12-05 13:30:00,311.6523076923077,363,5189137.689999998,58.38883446864096,8.36598294537912
12656.0,4051.17,5,1723,2011-04-20 09:20:00,2011-11-22 13:42:00,810.234,364,5193188.859999998,58.43441874654327,8.389029730352615
16549.0,4034.9,10,2294,2011-01-09 14:03:00,2011-11-29 15:06:00,403.49,365,5197223.759999998,58.47981995234507,8.412076515326113
13815.0,4027.36,4,2560,2011-01-25 12:16:00,2011-11-17 14:19:00,1006.84,366,5201251.119999998,58.52513631711195,8.435123300299608
15514.0,4023.7200000000003,11,2098,2010-12-10 13:50:00,2011-11-27 14:40:00,365.7927272727273,367,5205274.839999998,58.57041172413785,8.458170085273105
17940.0,4020.04,10,9323,2011-02-10 09:29:00,2011-10-21 13:27:00,402.004,368,5209294.879999998,58.615645723337686,8.481216870246602
12957.0,4017.54,8,2549,2011-01-04 12:18:00,2011-11-30 09:53:00,502.1925,369,5213312.419999998,58.66085159222091,8.504263655220097
12867.0,4009.34,7,4284,2010-12-14 16:39:00,2011-11-13 15:30:00,572.7628571428571,370,5217321.759999998,58.70596519366564,8.527310440193594
12378.0,4008.62,1,2529,2011-08-02 10:34:00,2011-08-02 10:34:00,4008.62,371,5221330.379999998,58.75107069357919,8.550357225167089
16186.0,4006.94,12,3020,2010-12-02 14:40:00,2011-11-17 12:43:00,333.9116666666667,372,5225337.319999998,58.79615728991998,8.573404010140585
12841.0,3991.58,25,2720,2010-12-03 10:43:00,2011-12-05 11:13:00,159.6632,373,5229328.8999999985,58.841071053595485,8.596450795114082
17001.0,3989.57,11,2164,2010-12-16 09:35:00,2011-12-09 09:38:00,362.6881818181818,374,5233318.469999999,58.885962200496444,8.619497580087577
15416.0,3984.32,4,2090,2011-03-02 08:41:00,2011-10-06 09:38:00,996.08,375,5237302.789999999,58.93079427373251,8.642544365061074
12779.0,3981.36,8,2024,2010-12-03 13:40:00,2011-11-02 11:43:00,497.67,376,5241284.149999999,58.9755930406737,8.66559115003457
12727.0,3980.7,7,2098,2011-01-23 15:17:00,2011-11-29 11:46:00,568.6714285714286,377,5245264.85,59.02038438121131,8.688637935008066
14547.0,3974.75,8,2639,2011-10-16 14:35:00,2011-12-06 11:06:00,496.84375,378,5249239.6,59.065108771595376,8.711684719981562
14299.0,3965.62,9,2149,2010-12-09 10:30:00,2011-12-01 16:05:00,440.6244444444444,379,5253205.22,59.10973043006318,8.73473150495506
13523.0,3964.88,5,1752,2010-12-08 14:22:00,2011-11-06 15:11:00,792.976,380,5257170.1,59.15434376195725,8.757778289928556
15529.0,3962.6,11,3455,2010-12-08 12:24:00,2011-11-17 11:29:00,360.23636363636365,381,5261132.699999999,59.198931439002564,8.78082507490205
17611.0,3961.12,15,2550,2010-12-13 13:52:00,2011-12-02 13:29:00,264.07466666666664,382,5265093.819999999,59.24350246290045,8.803871859875548
13183.0,3957.78,9,2208,2011-01-09 10:50:00,2011-12-02 10:30:00,439.75333333333333,383,5269051.6,59.288035904695356,8.826918644849044
17769.0,3957.43,10,1850,2011-01-23 11:15:00,2011-11-27 11:18:00,395.743,384,5273009.029999999,59.33256540824592,8.84996542982254
17651.0,3945.0,10,3112,2011-06-15 15:57:00,2011-11-28 10:29:00,394.5,385,5276954.029999999,59.37695504786228,8.873012214796036
12473.0,3928.0499999999997,5,2414,2011-06-01 10:15:00,2011-11-10 13:46:00,785.6099999999999,386,5280882.079999999,59.42115396393201,8.896058999769533
17593.0,3923.86,5,3089,2010-12-22 10:29:00,2011-12-06 10:30:00,784.772,387,5284805.9399999995,59.46530573359108,8.919105784743028
14739.0,3902.28,7,3820,2010-12-07 14:58:00,2011-12-05 16:54:00,557.4685714285714,388,5288708.22,59.50921468235716,8.942152569716525
13999.0,3901.81,12,2243,2010-12-13 11:23:00,2011-11-29 13:40:00,325.1508333333333,389,5292610.029999999,59.5531183426237,8.96519935469002
14291.0,3883.25,11,2749,2011-03-09 15:20:00,2011-12-08 10:26:00,353.02272727272725,390,5296493.279999999,59.596813163419704,8.988246139663516
15195.0,3861.0,1,1404,2011-12-07 12:20:00,2011-12-07 12:20:00,3861.0,391,5300354.279999999,59.640257624397854,9.011292924637013
18073.0,3859.82,12,3102,2011-05-26 19:38:00,2011-08-17 14:02:00,321.6516666666667,392,5304214.1,59.68368880786655,9.034339709610508
12662.0,3849.78,11,2058,2010-12-01 13:04:00,2011-12-09 11:59:00,349.98,393,5308063.88,59.72700701998374,9.057386494584005
16717.0,3843.08,6,1860,2010-12-08 16:48:00,2011-11-16 12:16:00,640.5133333333333,394,5311906.96,59.770249842852394,9.080433279557502
13266.0,3834.2599999999998,12,4428,2011-03-28 10:14:00,2011-11-28 14:39:00,319.52166666666665,395,5315741.22,59.81339342196404,9.103480064530999
17091.0,3827.76,9,1746,2010-12-07 09:55:00,2011-12-07 10:43:00,425.3066666666667,396,5319568.9799999995,59.85646386225248,9.126526849504495
16327.0,3820.27,6,2560,2010-12-05 12:43:00,2011-11-25 13:23:00,636.7116666666667,397,5323389.249999999,59.899450024112355,9.14957363447799
12755.0,3811.95,2,1491,2010-12-09 10:44:00,2011-03-04 12:42:00,1905.975,398,5327201.199999999,59.94234256827854,9.172620419451487
12597.0,3811.22,4,2236,2011-03-16 14:00:00,2011-11-20 13:33:00,952.805,399,5331012.419999999,59.98522689839228,9.195667204424982
15867.0,3810.14,15,2052,2010-12-05 14:17:00,2011-12-04 13:32:00,254.00933333333333,400,5334822.559999999,60.028099076209216,9.218713989398479
13435.0,3809.8900000000003,7,2129,2011-06-03 17:07:00,2011-12-04 14:45:00,544.2700000000001,401,5338632.449999998,60.07096844099451,9.241760774371976
12668.0,3807.15,4,1634,2010-12-19 12:46:00,2011-11-28 10:56:00,951.7875,402,5342439.599999999,60.1138069749528,9.26480755934547
16145.0,3799.4900000000002,11,3123,2010-12-15 09:09:00,2011-12-01 10:33:00,345.40818181818184,403,5346239.089999999,60.15655931762098,9.287854344318967
16655.0,3789.52,6,2363,2011-01-12 10:16:00,2011-11-22 11:25:00,631.5866666666667,404,5350028.6099999985,60.19919947658651,9.310901129292464
16168.0,3787.6,27,1892,2010-12-05 11:38:00,2011-11-29 12:45:00,140.28148148148148,405,5353816.209999998,60.241818031468874,9.33394791426596
16019.0,3786.2400000000002,9,1733,2010-12-10 12:29:00,2011-10-24 11:51:00,420.6933333333334,406,5357602.449999998,60.284421283459,9.356994699239456
12562.0,3781.7400000000002,7,1779,2011-05-25 12:44:00,2011-12-01 17:20:00,540.2485714285715,407,5361384.189999999,60.32697390087923,9.380041484212951
17173.0,3766.6,8,1122,2011-07-31 15:26:00,2011-12-04 14:40:00,470.825,408,5365150.789999998,60.36935616110204,9.403088269186448
13124.0,3756.33,3,2119,2010-12-15 15:00:00,2011-09-11 12:45:00,1252.11,409,5368907.119999998,60.411622861984206,9.426135054159946
12429.0,3750.4,4,1557,2010-12-09 12:05:00,2011-11-30 17:22:00,937.6,410,5372657.519999999,60.45382283775537,9.449181839133441
14145.0,3742.2,4,756,2011-05-06 13:01:00,2011-10-24 12:10:00,935.55,411,5376399.719999999,60.495930546088026,9.472228624106938
13552.0,3740.07,12,1417,2011-01-28 10:10:00,2011-10-04 15:19:00,311.6725,412,5380139.789999999,60.538014287390936,9.495275409080433
16570.0,3738.4,10,2112,2011-02-01 10:37:00,2011-11-24 17:02:00,373.84000000000003,413,5383878.1899999995,60.58007923764236,9.51832219405393
12502.0,3723.87,5,820,2011-02-03 10:41:00,2011-09-05 11:52:00,744.774,414,5387602.06,60.6219806944936,9.541368979027427
12647.0,3722.82,12,1432,2010-12-05 14:02:00,2011-11-17 12:56:00,310.235,415,5391324.88,60.66387033661188,9.564415764000922
13680.0,3719.12,4,1934,2011-01-04 14:12:00,2011-12-08 13:47:00,929.78,416,5395044.0,60.70571834586157,9.587462548974418
17238.0,3719.1,17,1807,2010-12-03 15:05:00,2011-12-07 11:35:00,218.7705882352941,417,5398763.1,60.74756613006872,9.610509333947913
16240.0,3718.8,2,1641,2011-09-23 13:44:00,2011-11-15 14:30:00,1859.4,418,5402481.899999999,60.78941053863788,9.63355611892141
14364.0,3717.35,8,1967,2011-05-12 12:56:00,2011-08-23 11:01:00,464.66875,419,5406199.249999999,60.8312386316234,9.656602903894907
15845.0,3711.77,8,1926,2011-01-06 17:19:00,2011-11-22 09:42:00,463.97125,420,5409911.019999999,60.87300393774223,9.679649688868402
15622.0,3709.56,9,1674,2011-03-02 13:42:00,2011-10-27 16:44:00,412.17333333333335,421,5413620.579999998,60.914744376661176,9.702696473841899
17819.0,3704.87,7,1031,2010-12-03 14:26:00,2011-09-29 10:52:00,529.2671428571429,422,5417325.449999998,60.95643204310617,9.725743258815395
15379.0,3703.29,7,2305,2010-12-16 13:02:00,2011-06-23 13:13:00,529.0414285714286,423,5421028.739999998,60.99810193119106,9.74879004378889
14282.0,3701.44,15,2656,2010-12-07 12:21:00,2011-12-06 17:04:00,246.76266666666666,424,5424730.179999999,61.039751002841655,9.771836828762389
12553.0,3692.28,10,1965,2011-01-14 10:42:00,2011-12-01 16:38:00,369.228,425,5428422.459999999,61.08129700501218,9.794883613735884
16253.0,3683.86,2,3233,2011-03-29 13:33:00,2011-10-04 09:09:00,1841.93,426,5432106.319999999,61.12274826427635,9.81793039870938
13148.0,3683.26,12,1965,2010-12-10 13:06:00,2011-11-10 15:23:00,306.93833333333333,427,5435789.579999999,61.16419277226453,9.840977183682877
15581.0,3675.77,13,284,2010-12-08 14:38:00,2011-08-11 09:38:00,282.7515384615385,428,5439465.349999999,61.20555300182413,9.864023968656372
15296.0,3672.86,6,1766,2011-01-17 11:57:00,2011-10-20 11:47:00,612.1433333333333,429,5443138.209999999,61.2468804876952,9.88707075362987
16904.0,3653.75,16,1984,2010-12-07 13:29:00,2011-12-05 13:10:00,228.359375,430,5446791.959999999,61.287992945426076,9.910117538603364
15808.0,3651.27,4,1305,2010-12-05 13:05:00,2011-02-06 14:33:00,912.8175,431,5450443.229999999,61.32907749788286,9.933164323576861
12417.0,3649.1,9,1552,2010-12-17 11:51:00,2011-12-06 14:52:00,405.4555555555555,432,5454092.329999998,61.37013763322482,9.956211108550358
13426.0,3641.32,10,2245,2010-12-15 12:43:00,2011-12-09 08:59:00,364.132,433,5457733.6499999985,61.411110227021496,9.979257893523853
12619.0,3641.24,9,3378,2011-03-31 13:10:00,2011-11-23 14:52:00,404.5822222222222,434,5461374.889999999,61.45208192064803,10.00230467849735
16440.0,3640.67,5,2018,2011-05-09 12:25:00,2011-12-02 12:02:00,728.134,435,5465015.559999999,61.49304720056238,10.025351463470846
13381.0,3639.31,6,2029,2011-02-14 10:10:00,2011-11-08 11:58:00,606.5516666666666,436,5468654.869999998,61.53399717758449,10.048398248444341
17230.0,3638.41,8,1651,2010-12-15 11:22:00,2011-03-20 16:12:00,454.80125,437,5472293.279999998,61.57493702769262,10.071445033417838
17528.0,3628.5,8,2138,2011-09-29 13:04:00,2011-12-08 13:27:00,453.5625,438,5475921.779999998,61.61576536922569,10.094491818391333
13327.0,3627.77,8,1600,2010-12-09 15:32:00,2011-11-01 10:21:00,453.47125,439,5479549.549999998,61.656585496706306,10.117538603364832
13520.0,3624.35,6,1649,2010-12-03 10:36:00,2011-10-12 10:20:00,604.0583333333333,440,5483173.899999998,61.697367141913794,10.140585388338327
13082.0,3613.63,9,4324,2011-01-05 15:42:00,2011-08-05 16:16:00,401.51444444444445,441,5486787.5299999975,61.73802816432365,10.163632173311823
18079.0,3613.15,4,7347,2011-04-15 12:14:00,2011-10-25 15:27:00,903.2875,442,5490400.679999998,61.778683785712715,10.18667895828532
16712.0,3611.31,11,1730,2011-03-08 15:07:00,2011-11-30 13:48:00,328.3009090909091,443,5494011.989999997,61.819318703188756,10.209725743258815
15505.0,3610.96,5,2390,2011-07-07 13:33:00,2011-10-18 07:56:00,722.192,444,5497622.949999997,61.85994968242047,10.232772528232312
13137.0,3603.29,8,2204,2011-02-04 11:54:00,2011-11-29 12:09:00,450.41125,445,5501226.239999997,61.900494357840806,10.255819313205809
14543.0,3599.73,16,675,2010-12-10 11:51:00,2011-11-11 12:45:00,224.983125,446,5504825.969999998,61.9409989756903,10.278866098179304
15484.0,3590.41,4,3150,2011-09-22 13:31:00,2011-12-08 15:03:00,897.6025,447,5508416.379999998,61.98139872371945,10.3019128831528
14132.0,3586.0299999999997,11,3368,2011-06-09 12:04:00,2011-12-07 13:35:00,326.00272727272727,448,5512002.409999998,62.0217491874339,10.324959668126295
16242.0,3579.86,7,1969,2011-03-07 17:04:00,2011-12-01 15:12:00,511.40857142857146,449,5515582.269999999,62.06203022552693,10.348006453099792
17576.0,3564.83,19,1967,2010-12-09 16:57:00,2011-12-01 17:56:00,187.62263157894736,450,5519147.099999999,62.10214214415649,10.371053238073289
14040.0,3560.32,12,1544,2011-01-12 14:57:00,2011-10-30 12:42:00,296.6933333333333,451,5522707.419999999,62.14220331569488,10.394100023046784
17203.0,3560.08,6,2846,2011-10-10 14:37:00,2011-11-04 12:27:00,593.3466666666667,452,5526267.499999999,62.18226178672287,10.41714680802028
17491.0,3558.87,10,2013,2010-12-07 12:18:00,2011-12-08 16:18:00,355.887,453,5529826.369999999,62.22230664267763,10.440193592993777
15544.0,3546.71,9,3109,2010-12-02 12:47:00,2011-11-30 16:43:00,394.0788888888889,454,5533373.079999999,62.262214672772366,10.463240377967274
14503.0,3543.26,6,2004,2011-06-14 10:00:00,2011-12-06 13:30:00,590.5433333333334,455,5536916.339999999,62.30208388303017,10.486287162940771
12370.0,3541.94,4,2352,2010-12-14 12:58:00,2011-10-19 14:51:00,885.485,456,5540458.279999999,62.34193824048082,10.509333947914266
13448.0,3534.69,6,1648,2010-12-01 10:52:00,2011-11-23 12:33:00,589.115,457,5543992.97,62.381711020013284,10.532380732887763
12454.0,3528.34,1,1006,2011-10-14 17:13:00,2011-10-14 17:13:00,3528.34,458,5547521.31,62.42141234854155,10.555427517861258
17160.0,3518.03,6,2856,2011-04-12 12:00:00,2011-11-08 14:05:00,586.3383333333334,459,5551039.34,62.4609976676441,10.578474302834755
13953.0,3515.68,7,2724,2010-12-22 10:29:00,2011-12-02 16:04:00,502.23999999999995,460,5554555.02,62.50055654424903,10.601521087808251
15113.0,3509.43,3,2344,2011-10-16 15:27:00,2011-11-30 08:23:00,1169.81,461,5558064.449999999,62.540045095062425,10.624567872781746
16131.0,3506.54,6,1802,2011-04-14 08:32:00,2011-10-19 11:53:00,584.4233333333333,462,5561570.989999999,62.57950112722982,10.647614657755243
13334.0,3502.32,3,1764,2011-02-07 11:42:00,2011-09-18 15:21:00,1167.44,463,5565073.31,62.61890967542277,10.67066144272874
14907.0,3501.1,7,1691,2010-12-07 10:14:00,2011-12-06 14:14:00,500.15714285714284,464,5568574.409999999,62.6583044960212,10.693708227702235
16458.0,3482.7400000000002,18,2154,2010-12-14 11:51:00,2011-12-07 09:34:00,193.48555555555558,465,5572057.149999999,62.697492727574435,10.716755012675732
14395.0,3479.91,9,1689,2010-12-02 18:15:00,2011-12-07 14:34:00,386.65666666666664,466,5575537.06,62.73664911560927,10.739801797649227
13993.0,3466.36,9,900,2011-01-13 10:43:00,2011-10-28 09:06:00,385.1511111111111,467,5579003.42,62.77565303732805,10.762848582622723
13014.0,3466.2799999999997,10,907,2011-03-03 18:28:00,2011-11-29 12:27:00,346.628,468,5582469.7,62.81465605887669,10.78589536759622
15410.0,3450.84,8,1200,2011-03-23 10:15:00,2011-09-16 14:47:00,431.355,469,5585920.54,62.85348534758993,10.808942152569717
16360.0,3450.41,6,2110,2011-09-12 13:50:00,2011-12-05 12:16:00,575.0683333333333,470,5589370.95,62.892309797888714,10.831988937543214
15129.0,3447.4,11,1794,2011-02-21 09:09:00,2011-10-20 14:40:00,313.40000000000003,471,5592818.350000001,62.9311003792863,10.855035722516709
13536.0,3444.39,7,2126,2011-09-25 13:30:00,2011-12-08 16:38:00,492.05571428571426,472,5596262.74,62.96985709178268,10.878082507490205
15974.0,3442.15,7,2262,2011-02-24 10:10:00,2011-10-31 13:13:00,491.7357142857143,473,5599704.890000001,63.00858859951537,10.901129292463702
17725.0,3439.08,11,2162,2011-03-17 19:47:00,2011-11-23 16:34:00,312.64363636363635,474,5603143.970000001,63.047285563219255,10.924176077437197
15676.0,3435.76,3,2252,2011-03-01 10:19:00,2011-11-21 12:40:00,1145.2533333333333,475,5606579.73,63.085945169862676,10.947222862410694
14221.0,3432.8,9,2191,2011-01-04 15:33:00,2011-10-28 13:42:00,381.4222222222222,476,5610012.53,63.12457147021123,10.970269647384189
12406.0,3415.3,2,1818,2011-06-09 10:23:00,2011-11-17 19:22:00,1707.65,477,5613427.83,63.1630008583435,10.993316432357686
15981.0,3408.48,8,1866,2011-02-01 13:50:00,2011-11-15 08:00:00,426.06,478,5616836.3100000005,63.20135350697203,11.016363217331183
17758.0,3408.2000000000003,8,2054,2011-04-03 15:22:00,2011-11-20 14:45:00,426.02500000000003,479,5620244.510000001,63.23970300500512,11.039410002304678
13437.0,3408.06,7,1283,2011-06-02 14:30:00,2011-11-25 14:00:00,486.86571428571426,480,5623652.57,63.27805092774046,11.062456787278174
17669.0,3406.7200000000003,7,1916,2011-04-04 10:11:00,2011-10-28 08:53:00,486.67428571428576,481,5627059.29,63.3163837726261,11.085503572251671
13198.0,3401.2400000000002,6,2648,2010-12-13 09:29:00,2011-11-29 15:17:00,566.8733333333333,482,5630460.53,63.354654955857725,11.108550357225166
15228.0,3386.71,4,2255,2011-02-18 09:04:00,2011-10-04 13:56:00,846.6775,483,5633847.24,63.392762645689196,11.131597142198665
13842.0,3385.62,9,1768,2010-12-08 10:39:00,2011-10-12 10:51:00,376.18,484,5637232.86,63.43085807070261,11.15464392717216
16011.0,3352.96,16,2035,2010-12-08 16:34:00,2011-12-01 16:31:00,209.56,485,5640585.82,63.468586001259794,11.177690712145656
14227.0,3350.96,10,1820,2011-02-28 12:27:00,2011-11-13 15:48:00,335.096,486,5643936.78,63.50629142756369,11.200737497119153
16818.0,3349.57,11,2165,2011-05-18 11:42:00,2011-11-29 10:41:00,304.50636363636363,487,5647286.350000001,63.54398121341154,11.223784282092648
16607.0,3347.71,14,2859,2010-12-16 08:41:00,2011-11-22 10:24:00,239.12214285714285,488,5650634.0600000005,63.58165007030383,11.246831067066145
17183.0,3347.31,6,1296,2011-08-26 15:25:00,2011-12-02 10:07:00,557.885,489,5653981.37,63.61931442634546,11.26987785203964
12643.0,3344.64,6,1808,2011-01-11 11:48:00,2011-08-03 12:56:00,557.4399999999999,490,5657326.01,63.65694873920895,11.292924637013137
12613.0,3344.38,5,1644,2011-03-22 15:42:00,2011-10-13 14:59:00,668.876,491,5660670.39,63.69458012651952,11.315971421986633
13015.0,3339.64,5,1609,2011-04-04 14:28:00,2011-10-17 13:19:00,667.928,492,5664010.029999999,63.73215817874978,11.339018206960128
12594.0,3338.2200000000003,10,1777,2011-01-21 09:52:00,2011-11-02 12:20:00,333.822,493,5667348.249999999,63.769720252960205,11.362064991933625
16556.0,3313.79,7,1890,2010-12-14 13:32:00,2011-10-04 11:36:00,473.3985714285714,494,5670662.039999999,63.80700743771668,11.385111776907122
13373.0,3312.25,3,1651,2011-03-08 14:35:00,2011-10-10 10:51:00,1104.0833333333333,495,5673974.289999999,63.84427729419813,11.408158561880617
14841.0,3295.76,6,1778,2010-12-16 10:28:00,2011-10-17 15:03:00,549.2933333333334,496,5677270.049999999,63.88136160311119,11.431205346854114
15632.0,3285.31,8,2109,2011-03-10 08:29:00,2011-11-24 09:51:00,410.66375,497,5680555.3599999985,63.9183283273008,11.454252131827609
12480.0,3281.63,4,1707,2011-01-07 15:27:00,2011-11-11 14:52:00,820.4075,498,5683836.989999998,63.955253643664356,11.477298916801107
15764.0,3279.97,6,2050,2011-03-08 09:23:00,2011-09-12 17:58:00,546.6616666666666,499,5687116.959999998,63.992160281497675,11.500345701774602
17723.0,3276.4000000000005,6,792,2011-05-09 14:44:00,2011-08-04 18:37:00,546.0666666666667,500,5690393.3599999985,64.0290267492389,11.523392486748099
14702.0,3251.79,17,1439,2010-12-09 19:23:00,2011-12-08 19:29:00,191.28176470588235,501,5693645.1499999985,64.06561630214334,11.546439271721596
13952.0,3251.071,2,1431,2011-04-15 09:27:00,2011-05-06 09:00:00,1625.5355,502,5696896.220999999,64.10219776476876,11.56948605669509
13047.0,3237.54,10,1391,2010-12-01 08:34:00,2011-11-08 12:06:00,323.754,503,5700133.760999999,64.13862697486852,11.592532841668588
15708.0,3235.25,7,1217,2010-12-05 11:12:00,2011-10-30 10:54:00,462.17857142857144,504,5703369.010999999,64.17503041759826,11.615579626642084
14175.0,3222.3,3,1515,2011-01-14 12:22:00,2011-10-11 11:55:00,1074.1000000000001,505,5706591.310999999,64.21128814528795,11.63862641161558
13880.0,3219.77,13,1842,2010-12-07 14:00:00,2011-11-18 13:44:00,247.67461538461538,506,5709811.080999998,64.24751740509721,11.661673196589076
15443.0,3213.59,7,1639,2011-01-23 13:25:00,2011-12-08 10:40:00,459.0842857142857,507,5713024.670999998,64.28367712676382,11.684719981562571
14388.0,3212.84,8,1941,2010-12-02 11:02:00,2011-11-29 13:32:00,401.605,508,5716237.510999998,64.31982840933543,11.707766766536068
16107.0,3204.1600000000003,7,1176,2011-06-09 18:42:00,2011-11-22 09:40:00,457.7371428571429,509,5719441.670999998,64.35588202344778,11.730813551509565
13868.0,3192.54,2,1964,2011-11-01 12:45:00,2011-12-02 16:32:00,1596.27,510,5722634.210999998,64.3918048878485,11.75386033648306
13758.0,3190.55,7,1844,2010-12-01 12:08:00,2011-11-28 11:11:00,455.79285714285714,511,5725824.760999998,64.42770536051718,11.776907121456556
14844.0,3189.81,4,1833,2011-04-12 13:10:00,2011-10-07 10:41:00,797.4525,512,5729014.570999998,64.46359750661215,11.799953906430053
17220.0,3187.55,14,1897,2010-12-10 14:54:00,2011-11-15 13:47:00,227.68214285714288,513,5732202.1209999975,64.4994642229009,11.82300069140355
17050.0,3185.64,6,1595,2011-02-13 12:41:00,2011-09-04 13:48:00,530.9399999999999,514,5735387.760999997,64.53530944762775,11.846047476377047
12456.0,3181.04,3,1633,2011-03-30 09:12:00,2011-10-26 14:41:00,1060.3466666666666,515,5738568.800999997,64.57110291257206,11.869094261350542
17672.0,3178.17,2,1690,2011-02-03 13:29:00,2011-10-20 14:18:00,1589.085,516,5741746.970999997,64.60686408391287,11.892141046324038
13268.0,3174.75,11,3624,2011-03-17 13:20:00,2011-11-22 11:51:00,288.6136363636364,517,5744921.720999997,64.64258677298056,11.915187831297533
16837.0,3170.98,11,1563,2011-04-08 08:48:00,2011-11-08 14:27:00,288.2709090909091,518,5748092.700999998,64.67826704153082,11.93823461627103
16041.0,3166.4,3,1584,2011-07-21 16:27:00,2011-11-09 12:25:00,1055.4666666666667,519,5751259.100999998,64.71389577534102,11.961281401244527
17863.0,3160.0,6,2638,2010-12-05 13:21:00,2011-10-11 13:45:00,526.6666666666666,520,5754419.100999998,64.7494524955407,11.984328186218022
15065.0,3158.13,4,1383,2011-02-21 12:54:00,2011-11-02 09:45:00,789.5325,521,5757577.230999998,64.78498817426353,12.007374971191519
17685.0,3155.83,7,1907,2010-12-02 14:42:00,2011-11-23 11:36:00,450.8328571428571,522,5760733.060999998,64.82049797309509,12.030421756165016
15861.0,3146.92,8,2528,2011-03-17 20:12:00,2011-11-27 15:59:00,393.365,523,5763879.980999998,64.85590751547824,12.05346854113851
14235.0,3144.86,5,1959,2011-03-24 13:23:00,2011-09-25 14:37:00,628.972,524,5767024.840999998,64.89129387848051,12.076515326112007
17231.0,3124.72,10,1724,2010-12-13 14:16:00,2011-11-27 15:18:00,312.472,525,5770149.560999998,64.92645362365212,12.099562111085502
13685.0,3119.44,7,5056,2011-10-10 12:59:00,2011-12-07 11:41:00,445.63428571428574,526,5773269.000999998,64.96155395759506,12.122608896058999
16678.0,3109.99,12,2397,2011-03-02 09:24:00,2011-12-07 12:17:00,259.1658333333333,527,5776378.9909999985,64.99654795894119,12.145655681032496
13742.0,3107.87,12,1115,2011-01-23 14:59:00,2011-11-23 11:07:00,258.9891666666667,528,5779486.860999999,65.03151810577884,12.168702466005993
14099.0,3104.17,11,2179,2010-12-20 11:14:00,2011-11-23 13:53:00,282.1972727272727,529,5782591.030999999,65.0664466197479,12.19174925097949
15491.0,3100.09,6,1646,2011-04-18 10:04:00,2011-09-05 15:56:00,516.6816666666667,530,5785691.120999998,65.10132922504025,12.214796035952984
14257.0,3099.7200000000003,5,1682,2011-01-25 10:49:00,2011-10-06 16:54:00,619.9440000000001,531,5788790.840999998,65.13620766704572,12.237842820926481
14565.0,3099.12,4,1540,2010-12-13 13:25:00,2011-09-05 09:07:00,774.78,532,5791889.960999998,65.17107935777521,12.260889605899978
13135.0,3096.0,1,4300,2011-05-27 10:52:00,2011-05-27 10:52:00,3096.0,533,5794985.960999998,65.20591594186959,12.283936390873473
16156.0,3092.04,9,1273,2011-02-02 12:02:00,2011-12-01 12:42:00,343.56,534,5798078.000999998,65.24070796754243,12.30698317584697
13362.0,3090.7400000000002,4,1382,2011-02-25 11:33:00,2011-11-30 14:41:00,772.6850000000001,535,5801168.7409999985,65.27548536545063,12.330029960820465
16218.0,3084.68,7,2088,2010-12-01 11:29:00,2011-11-10 09:59:00,440.6685714285714,536,5804253.420999998,65.31019457547137,12.353076745793961
13869.0,3083.65,4,1709,2010-12-17 15:14:00,2011-08-08 13:53:00,770.9125,537,5807337.070999999,65.34489219580168,12.376123530767458
17059.0,3080.39,5,1850,2010-12-05 12:35:00,2011-11-10 12:27:00,616.078,538,5810417.460999998,65.37955313419909,12.399170315740953
