Description,Total_Revenue,Total_Quantity,Transaction_Count,Avg_Price,ASP,Product_Type
COOK WITH WINE METAL SIGN ,20874.440000000002,10324,723,2.3886126373626375,2.0219333591631155,⭐ Core Product
COOKING SET RETROSPOT,671.53,69,28,10.612857142857141,9.73231884057971,💎 Premium Product
COPPER AND BRASS BAG CHARM,24.810000000000002,4,2,7.455,6.202500000000001,⚠️ Rationalization Candidate
COPPER/OLIVE GREEN FLOWER NECKLACE,129.85,21,14,6.1899999999999995,6.183333333333333,⚠️ Rationalization Candidate
CORDIAL GLASS JUG,288.88,34,16,8.742941176470588,8.496470588235294,⚠️ Rationalization Candidate
CORDIAL JUG,49.5,6,2,8.25,8.25,⚠️ Rationalization Candidate
CORONA MEXICAN TRAY,719.69,172,38,5.865263157894737,4.184244186046512,💎 Premium Product
COSMETIC BAG VINTAGE ROSE PAISLEY,897.74,417,100,2.6088,2.152853717026379,⭐ Core Product
COSY HOUR CIGAR BOX MATCHES ,1996.1399999999999,1374,146,1.2598692810457515,1.4527947598253275,⭐ Core Product
COSY HOUR GIANT TUBE MATCHES,475.65,195,26,2.5344827586206895,2.439230769230769,⚠️ Rationalization Candidate
COSY SLIPPER SHOES LARGE GREEN,480.1700000000001,147,40,3.8230000000000004,3.2664625850340143,⚠️ Rationalization Candidate
COSY SLIPPER SHOES SMALL  RED ,144.58,46,21,3.3360869565217395,3.14304347826087,⚠️ Rationalization Candidate
COSY SLIPPER SHOES SMALL GREEN,703.08,254,111,2.763153153153153,2.768031496062992,💎 Premium Product
COTE D'AZURE NECKLACE,29.790000000000003,6,5,4.968000000000001,4.965000000000001,⚠️ Rationalization Candidate
COTTON APRON PANTRY DESIGN,2917.4300000000003,633,164,5.315301204819277,4.6088941548183255,⭐ Core Product
COUNTRY COTTAGE  DOORSTOP GREEN,8.47,1,1,8.47,8.47,⚠️ Rationalization Candidate
COWBOYS AND INDIANS BIRTHDAY CARD ,1572.28,3741,274,0.5317883211678832,0.4202833466987436,⭐ Core Product
CRACKED GLAZE EARRINGS BROWN,12.53,5,5,2.506,2.506,⚠️ Rationalization Candidate
CRACKED GLAZE EARRINGS IVORY,9.99,4,4,2.4975,2.4975,⚠️ Rationalization Candidate
CRACKED GLAZE EARRINGS RED,22.58,9,9,2.5088888888888885,2.5088888888888885,⚠️ Rationalization Candidate
CRACKED GLAZE NECKLACE BROWN,14.14,2,2,7.07,7.07,⚠️ Rationalization Candidate
CRACKED GLAZE NECKLACE IVORY,55.72,8,4,6.98,6.965,⚠️ Rationalization Candidate
CRACKED GLAZE NECKLACE RED,70.16,10,7,7.0442857142857145,7.016,⚠️ Rationalization Candidate
CRAZY DAISY HEART DECORATION,468.39,464,149,1.0885906040268456,1.0094612068965516,📦 Volume Driver
CREAM AND PINK FLOWERS PONY ,41.25,11,5,3.75,3.75,⚠️ Rationalization Candidate
CREAM BUNNY EASTER EGG BASKET,41.24999999999999,25,3,1.6499999999999997,1.6499999999999997,⚠️ Rationalization Candidate
CREAM CLIMBING HYDRANGA ART FLOWER,60.0,32,4,2.5,1.875,⚠️ Rationalization Candidate
CREAM CUPID HEARTS COAT HANGER,7653.17,2015,284,4.311608391608392,3.7980992555831268,⭐ Core Product
CREAM DELPHINIUM ARTIFICIAL FLOWER,180.58,70,8,2.68,2.579714285714286,⚠️ Rationalization Candidate
CREAM FELT EASTER EGG BASKET,1568.9299999999998,974,114,1.7577391304347825,1.6108110882956876,⭐ Core Product
CREAM HANGING HEART T-LIGHT HOLDER,178.51000000000002,61,9,3.536666666666667,2.926393442622951,⚠️ Rationalization Candidate
CREAM HEART CARD HOLDER,23435.82,8284,524,4.4527186311787075,2.8290463544181557,⭐ Core Product
CREAM SLICE FLANNEL CHOCOLATE SPOT ,702.51,237,53,3.8114814814814815,2.9641772151898733,💎 Premium Product
CREAM SLICE FLANNEL PINK SPOT ,2492.71,901,97,3.8324489795918364,2.766603773584906,⭐ Core Product
CREAM SWEETHEART EGG HOLDER,3708.52,767,161,5.392760736196319,4.83509778357236,⭐ Core Product
CREAM SWEETHEART LETTER RACK,976.25,216,31,6.481290322580644,4.519675925925926,💎 Premium Product
CREAM SWEETHEART MINI CHEST,22594.2,1784,519,14.308129770992366,12.664910313901347,⭐ Core Product
CREAM SWEETHEART WALL CABINET,126.64999999999999,7,5,18.55,18.09285714285714,⚠️ Rationalization Candidate
CREAM WALL PLANTER HEART SHAPED,2582.75,433,158,6.442974683544304,5.964780600461894,⭐ Core Product
CROCHET BEAR RED/BLUE  KEYRING,36.3,22,4,1.65,1.65,⚠️ Rationalization Candidate
CROCHET DOG KEYRING,21.449999999999996,13,2,1.65,1.6499999999999997,⚠️ Rationalization Candidate
CROCHET LILAC/RED BEAR KEYRING,1.65,1,1,1.65,1.65,⚠️ Rationalization Candidate
CROCHET ROSE DES CLOTHES HANGER,14.750000000000002,5,1,2.95,2.95,⚠️ Rationalization Candidate
CROCHET ROSE PURSE WITH SUEDE BACK,241.24000000000004,76,22,3.5954545454545457,3.17421052631579,⚠️ Rationalization Candidate
CROCHET WHITE RABBIT KEYRING ,69.38,38,7,2.5585714285714287,1.8257894736842104,⚠️ Rationalization Candidate
CRYSTAL CHANDELIER T-LIGHT HOLDER,18.75,3,1,6.25,6.25,⚠️ Rationalization Candidate
CRYSTAL CZECH CROSS PHONE CHARM,23.47,25,9,1.4699999999999998,0.9388,⚠️ Rationalization Candidate
CRYSTAL DIAMANTE EXPANDABLE RING,148.63,35,11,4.239090909090909,4.246571428571428,⚠️ Rationalization Candidate
CRYSTAL DIAMANTE STAR BROOCH,224.73000000000002,45,31,4.990967741935484,4.994000000000001,⚠️ Rationalization Candidate
CRYSTAL FROG PHONE CHARM,77.78999999999999,102,28,1.5003571428571427,0.7626470588235293,⚠️ Rationalization Candidate
CRYSTAL HOOP EARRING FLORAL LEAF,64.58,22,15,2.9320000000000004,2.9354545454545455,⚠️ Rationalization Candidate
CRYSTAL PAIR HEART HAIR SLIDES,112.26,30,16,3.73875,3.742,⚠️ Rationalization Candidate
CRYSTAL SEA HORSE PHONE CHARM,61.459999999999994,107,25,1.4872,0.5743925233644859,⚠️ Rationalization Candidate
CRYSTAL STILETTO PHONE CHARM,36.76,34,10,1.48,1.0811764705882352,⚠️ Rationalization Candidate
CRYSTAL STUD EARRINGS ASSORTED COL ,232.56,612,15,0.38,0.38,📦 Volume Driver
CRYSTAL STUD EARRINGS CLEAR DISPLAY,123.12,324,7,0.38,0.38,⚠️ Rationalization Candidate
CUBIC MUG FLOCK BLUE ON BROWN,78.09,131,21,1.572857142857143,0.5961068702290077,⚠️ Rationalization Candidate
CUBIC MUG FLOCK PINK ON BROWN,142.23,163,32,2.233636363636364,0.8725766871165643,⚠️ Rationalization Candidate
CUBIC MUG PINK POLKADOT,349.35,494,47,2.7468749999999997,0.7071862348178138,📦 Volume Driver
CUPBOARD 3 DRAWER MA CAMPAGNE,2786.0299999999997,171,112,17.674464285714286,16.292573099415204,💎 Premium Product
CUPCAKE LACE PAPER SET 6,4488.63,2367,186,2.093191489361702,1.8963371356147023,⭐ Core Product
CUPID DESIGN SCENTED CANDLES,509.07,225,43,2.9211627906976743,2.2625333333333333,⚠️ Rationalization Candidate
CUPID SCENTED CANDLE IN GLASS,18.15,11,4,1.65,1.65,⚠️ Rationalization Candidate
CURIO CABINET LINEN AND LACE ,290.1,36,18,8.027777777777779,8.058333333333334,⚠️ Rationalization Candidate
CURIOUS  IMAGES NOTEBOOK SET,270.72,182,11,2.997272727272727,1.4874725274725276,⚠️ Rationalization Candidate
CURIOUS IMAGES GIFT WRAP SET,718.5400000000001,683,140,1.1924113475177305,1.0520351390922402,⭐ Core Product
CURIOUS IMAGES SCRAP BOOK SET,14.850000000000001,3,1,4.95,4.95,⚠️ Rationalization Candidate
CUSHION COVER PINK UNION JACK,764.63,123,47,7.620212765957446,6.216504065040651,💎 Premium Product
CUT GLASS HEXAGON T-LIGHT HOLDER,1142.31,649,20,2.261,1.7601078582434513,⭐ Core Product
CUT GLASS T-LIGHT HOLDER OCTAGON,541.39,249,27,2.51448275862069,2.1742570281124496,⚠️ Rationalization Candidate
CUTE BIRD CEATURE SCREEN,8.58,22,2,0.39,0.39,⚠️ Rationalization Candidate
CUTE CATS TAPE,383.11,1102,79,0.6788607594936709,0.3476497277676951,📦 Volume Driver
CUTE RABBIT CEATURE SCREEN ,4.29,11,2,0.39,0.39,⚠️ Rationalization Candidate
DAIRY MAID  PUDDING BOWL,18.75,5,2,3.75,3.75,⚠️ Rationalization Candidate
DAIRY MAID LARGE MILK JUG,1879.18,370,155,5.459615384615385,5.078864864864865,⭐ Core Product
DAIRY MAID STRIPE MUG,1720.3000000000002,1906,82,1.101219512195122,0.9025708289611754,⭐ Core Product
DAIRY MAID TOASTRACK,769.57,777,104,1.614952380952381,0.9904375804375805,⭐ Core Product
DAIRY MAID TRADITIONAL TEAPOT ,1557.57,215,111,7.704774774774775,7.244511627906976,💎 Premium Product
DAISIES  HONEYCOMB GARLAND ,868.4399999999999,499,85,1.9561176470588233,1.7403607214428856,⭐ Core Product
DAISY FOLKART HEART DECORATION,120.0,96,16,1.25,1.25,⚠️ Rationalization Candidate
DAISY GARDEN MARKER,1658.57,1139,98,1.7758163265306122,1.456163301141352,⭐ Core Product
DAISY HAIR BAND,140.32999999999998,85,37,1.652162162162162,1.6509411764705881,⚠️ Rationalization Candidate
DAISY HAIR COMB,47.839999999999996,19,11,2.502727272727273,2.517894736842105,⚠️ Rationalization Candidate
DAISY JOURNAL ,217.55999999999997,80,34,2.7467647058823528,2.7194999999999996,⚠️ Rationalization Candidate
DAISY NOTEBOOK ,233.54,134,63,1.7179687499999998,1.7428358208955224,⚠️ Rationalization Candidate
DAISY SKETCHBOOK ,205.04,73,27,3.9829629629629633,2.808767123287671,⚠️ Rationalization Candidate
DANISH ROSE BEDSIDE CABINET,519.35,13,10,39.95,39.95,⚠️ Rationalization Candidate
DANISH ROSE DECORATIVE PLATE,710.64,951,55,1.4351785714285714,0.7472555205047319,⭐ Core Product
DANISH ROSE DELUXE COASTER,407.15,935,40,0.614390243902439,0.4354545454545454,📦 Volume Driver
DANISH ROSE FOLDING CHAIR,890.4000000000001,112,25,7.95,7.950000000000001,💎 Premium Product
DANISH ROSE PHOTO FRAME,1460.81,1423,99,1.3489898989898987,1.0265706254392128,⭐ Core Product
DANISH ROSE ROUND SEWING BOX,951.79,811,62,2.2196774193548388,1.173600493218249,⭐ Core Product
DANISH ROSE TRINKET TRAYS,483.05,259,31,3.877741935483871,1.8650579150579152,⚠️ Rationalization Candidate
DANISH ROSE UMBRELLA STAND,31.9,2,2,15.95,15.95,⚠️ Rationalization Candidate
DARK BIRD HOUSE TREE DECORATION,589.55,1483,142,0.6625174825174824,0.3975387727579231,📦 Volume Driver
DECORATION  BUTTERFLY  MAGIC GARDEN,730.9499999999999,819,147,1.0487837837837837,0.8924908424908424,⭐ Core Product
DECORATION  PINK CHICK MAGIC GARDEN,525.09,593,109,1.0403603603603602,0.8854806070826308,📦 Volume Driver
"DECORATION , WOBBLY CHICKEN, METAL ",397.71999999999997,234,35,1.9820000000000002,1.6996581196581195,⚠️ Rationalization Candidate
"DECORATION , WOBBLY RABBIT , METAL ",518.03,293,48,2.13125,1.7680204778156996,⚠️ Rationalization Candidate
"DECORATION HEN ON NEST, HANGING",74.42999999999999,42,6,2.505,1.772142857142857,⚠️ Rationalization Candidate
DECORATION SITTING BUNNY,349.54,1480,83,0.422,0.23617567567567568,📦 Volume Driver
DECORATION WHITE CHICK MAGIC GARDEN,812.86,928,145,1.007364864864865,0.875926724137931,⭐ Core Product
DECORATION WOBBLY CHICKEN,319.14,560,45,1.181111111111111,0.5698928571428571,📦 Volume Driver
DECORATION WOBBLY RABBIT METAL ,504.46,830,67,1.225820895522388,0.6077831325301205,📦 Volume Driver
DECORATIVE CATS BATHROOM BOTTLE,1152.4,1095,186,1.9209625668449197,1.052420091324201,⭐ Core Product
DECORATIVE FLORE BATHROOM BOTTLE,716.86,515,139,1.8763309352517985,1.3919611650485437,⭐ Core Product
DECORATIVE HANGING SHELVING UNIT,359.70000000000005,6,5,59.95,59.95000000000001,⚠️ Rationalization Candidate
DECORATIVE PLANT POT WITH FRIEZE,584.37,73,28,8.479285714285714,8.005068493150684,⚠️ Rationalization Candidate
DECORATIVE ROSE BATHROOM BOTTLE,1154.17,1170,163,1.7692073170731706,0.9864700854700855,⭐ Core Product
DECORATIVE VINTAGE COFFEE  BOX,277.0,52,22,6.240909090909091,5.326923076923077,⚠️ Rationalization Candidate
DECORATIVE WICKER HEART LARGE,3038.1899999999996,1767,233,1.7691199999999998,1.7194057724957552,⭐ Core Product
DECORATIVE WICKER HEART MEDIUM,2286.97,1794,216,1.3630044843049327,1.274788182831661,⭐ Core Product
DECORATIVE WICKER HEART SMALL,1062.28,1596,109,0.781578947368421,0.6655889724310777,⭐ Core Product
"DECOUPAGE,GREETING CARD,",158.63,357,32,0.5371874999999999,0.44434173669467786,📦 Volume Driver
DECROTIVEVINTAGE COFFEE GRINDER BOX,71.08,12,6,6.896666666666666,5.923333333333333,⚠️ Rationalization Candidate
DELUXE SEWING KIT ,9893.0,1411,328,7.752151515151516,7.0113394755492555,⭐ Core Product
DENIM PATCH PURSE PINK BUTTERFLY,357.28999999999996,216,61,1.670327868852459,1.6541203703703702,⚠️ Rationalization Candidate
DIAMANTE BOW BROOCH BLACK COLOUR,58.03,9,5,6.438,6.447777777777778,⚠️ Rationalization Candidate
DIAMANTE BOW BROOCH GREEN COLOUR,193.2,30,18,6.483333333333333,6.4399999999999995,⚠️ Rationalization Candidate
DIAMANTE BOW BROOCH RED COLOUR,158.75,25,10,6.35,6.35,⚠️ Rationalization Candidate
DIAMANTE HAIR GRIP PACK/2 BLACK DIA,26.52,16,10,1.6619999999999997,1.6575,⚠️ Rationalization Candidate
DIAMANTE HAIR GRIP PACK/2 CRYSTAL,74.53,45,27,1.6588888888888889,1.6562222222222223,⚠️ Rationalization Candidate
DIAMANTE HAIR GRIP PACK/2 LT ROSE,34.69,21,14,1.6528571428571428,1.6519047619047618,⚠️ Rationalization Candidate
DIAMANTE HAIR GRIP PACK/2 MONTANA,24.79,15,10,1.654,1.6526666666666665,⚠️ Rationalization Candidate
DIAMANTE HAIR GRIP PACK/2 PERIDOT,41.449999999999996,25,19,1.6605263157894736,1.658,⚠️ Rationalization Candidate
DIAMANTE HAIR GRIP PACK/2 RUBY,41.37,25,15,1.6553333333333333,1.6547999999999998,⚠️ Rationalization Candidate
"DIAMANTE HEART SHAPED WALL MIRROR, ",3328.2,415,146,11.87312925170068,8.019759036144578,⭐ Core Product
DIAMANTE NECKLACE,23.32,3,2,7.91,7.773333333333333,⚠️ Rationalization Candidate
DIAMANTE NECKLACE BLACK ,30.12,4,3,7.54,7.53,⚠️ Rationalization Candidate
DIAMANTE NECKLACE GREEN,29.98,4,3,7.493333333333333,7.495,⚠️ Rationalization Candidate
DIAMANTE NECKLACE PURPLE,52.5,7,4,7.5,7.5,⚠️ Rationalization Candidate
DIAMANTE RING ASSORTED IN BOX.,1311.3600000000001,1008,22,1.3472727272727274,1.300952380952381,⭐ Core Product
DIAMOND LAS VEGAS NECKLACE 45CM,70.97,12,8,5.91375,5.914166666666667,⚠️ Rationalization Candidate
DINOSAUR HEIGHT CHART STICKER SET,568.98,182,46,3.5830434782608696,3.1262637362637364,⚠️ Rationalization Candidate
DINOSAUR KEYRINGS ASSORTED,1460.74,6765,177,0.26303370786516855,0.21592609016999262,⭐ Core Product
DINOSAUR LUNCH BOX WITH CUTLERY,3127.38,1282,214,3.0209302325581397,2.4394539781591265,⭐ Core Product
DINOSAUR PARTY BAG + STICKER SET,1160.7099999999998,707,101,1.7907843137254902,1.6417397454031115,⭐ Core Product
DINOSAURS  WRITING SET ,1723.6899999999998,941,287,2.1594791666666664,1.8317640807651432,⭐ Core Product
DISCO BALL CHRISTMAS DECORATION,1501.4,12883,215,0.16444954128440367,0.11654117829698052,⭐ Core Product
DISCO BALL ROTATOR BATTERY OPERATED,1055.25,249,105,4.245238095238095,4.2379518072289155,💎 Premium Product
DO NOT TOUCH MY STUFF DOOR HANGER ,680.55,1196,127,1.0219847328244274,0.5690217391304347,⭐ Core Product
DOCTOR'S BAG SOFT TOY,1765.3999999999999,184,72,10.123333333333333,9.594565217391304,💎 Premium Product
DOG AND BALL WALL ART,425.87999999999994,252,4,2.26,1.6899999999999997,⚠️ Rationalization Candidate
DOG BOWL CHASING BALL DESIGN,5381.5199999999995,1366,131,4.129848484848485,3.9396193265007318,⭐ Core Product
DOG BOWL VINTAGE CREAM,1757.8799999999999,390,125,4.6368,4.507384615384615,⭐ Core Product
DOG LICENCE WALL ART,2081.64,408,29,5.745172413793104,5.102058823529411,⭐ Core Product
DOG TOY WITH PINK CROCHET SKIRT,709.71,187,90,3.844,3.79524064171123,💎 Premium Product
DOGGY RUBBER,40.32,192,29,0.21,0.21,⚠️ Rationalization Candidate
DOILEY BISCUIT TIN,327.6,120,13,2.8592307692307695,2.73,⚠️ Rationalization Candidate
DOILEY STORAGE TIN,3004.46,1094,122,3.103008130081301,2.746307129798903,⭐ Core Product
DOILY THANK YOU CARD,313.24,741,57,0.5042105263157894,0.42272604588394064,📦 Volume Driver
DOLLCRAFT BOY JEAN-PAUL ,373.9,82,12,4.883333333333334,4.559756097560975,⚠️ Rationalization Candidate
DOLLCRAFT GIRL AMELIE,178.2,36,8,4.95,4.949999999999999,⚠️ Rationalization Candidate
DOLLCRAFT GIRL AMELIE KIT,294.7,66,8,4.8500000000000005,4.465151515151515,⚠️ Rationalization Candidate
DOLLCRAFT GIRL NICOLE,336.6,68,12,4.95,4.95,⚠️ Rationalization Candidate
DOLLY CABINET 2 DRAWERS ,412.5,33,19,12.5,12.5,⚠️ Rationalization Candidate
DOLLY CABINET 3 DRAWERS ,762.4499999999999,51,30,14.95,14.95,💎 Premium Product
DOLLY GIRL BABY GIFT SET,6719.61,433,133,16.12609022556391,15.518729792147806,⭐ Core Product
DOLLY GIRL CHILDRENS BOWL,2013.7,1622,191,1.5367708333333334,1.2414919852034525,⭐ Core Product
DOLLY GIRL CHILDRENS CUP,2059.03,1634,195,1.5237244897959183,1.2601162790697675,⭐ Core Product
DOLLY GIRL CHILDRENS EGG CUP,1252.61,950,135,1.4786029411764705,1.318536842105263,⭐ Core Product
DOLLY GIRL LUNCH BOX,21609.789999999997,11780,850,2.3315268065268064,1.8344473684210525,⭐ Core Product
DOLLY GIRL MINI BACKPACK,2992.3900000000003,739,161,4.392682926829269,4.049242219215156,⭐ Core Product
DOLLY GIRL MINI RUCKSACK,33.2,8,2,4.15,4.15,⚠️ Rationalization Candidate
DOLLY GIRL WALL ART,1055.94,318,11,3.6090909090909093,3.320566037735849,💎 Premium Product
DOLLY HONEYCOMB GARLAND,485.46,474,25,1.7524000000000002,1.0241772151898734,📦 Volume Driver
DOLLY MIXTURE CHILDREN'S UMBRELLA,922.67,267,77,3.8718181818181816,3.455692883895131,💎 Premium Product
DOLPHIN WINDMILL,2.12,1,1,2.12,2.12,⚠️ Rationalization Candidate
DONKEY TAIL GAME ,189.54000000000002,54,4,3.66,3.5100000000000002,⚠️ Rationalization Candidate
DOOR HANGER  MUM + DADS ROOM,330.71999999999997,205,66,1.8424242424242423,1.6132682926829267,⚠️ Rationalization Candidate
DOORKNOB CERAMIC IVORY,52.199999999999996,36,1,1.45,1.45,⚠️ Rationalization Candidate
DOORKNOB CRACKED GLAZE BLUE,238.49999999999997,162,3,1.5833333333333333,1.472222222222222,⚠️ Rationalization Candidate
DOORKNOB CRACKED GLAZE GREEN,19.799999999999997,12,2,1.65,1.6499999999999997,⚠️ Rationalization Candidate
DOORKNOB CRACKED GLAZE IVORY,258.29999999999995,174,5,1.6099999999999999,1.4844827586206895,⚠️ Rationalization Candidate
DOORKNOB CRACKED GLAZE PINK,19.799999999999997,12,2,1.65,1.6499999999999997,⚠️ Rationalization Candidate
DOORMAT 3 SMILEY CATS,7708.48,1173,234,9.572382978723406,6.571594202898551,⭐ Core Product
DOORMAT AIRMAIL ,6034.9,803,223,9.680313901345292,7.51544209215442,⭐ Core Product
DOORMAT BLACK FLOCK ,10253.61,1814,195,8.510205128205127,5.652486218302095,⭐ Core Product
DOORMAT CHRISTMAS VILLAGE,3354.22,590,52,11.319807692307693,5.6851186440677965,⭐ Core Product
DOORMAT ENGLISH ROSE ,14300.15,2044,411,8.555985401459855,6.996159491193738,⭐ Core Product
DOORMAT FAIRY CAKE,23872.91,3615,365,10.12136612021858,6.60384785615491,⭐ Core Product
DOORMAT FANCY FONT HOME SWEET HOME,21593.74,3245,502,9.514820717131473,6.6544653312788915,⭐ Core Product
DOORMAT FRIENDSHIP ,451.10999999999996,27,17,16.712352941176473,16.707777777777775,⚠️ Rationalization Candidate
DOORMAT HEARTS,22114.42,3418,593,9.232424242424242,6.469988297249853,⭐ Core Product
DOORMAT HOME SWEET HOME BLUE ,9943.7,1621,286,8.314250871080139,6.134299814929056,⭐ Core Product
DOORMAT I LOVE LONDON,2678.96,364,102,9.895098039215686,7.35978021978022,⭐ Core Product
DOORMAT KEEP CALM AND COME IN,38133.64,5487,728,8.776284153005465,6.949815928558411,⭐ Core Product
DOORMAT MERRY CHRISTMAS RED ,5176.25,676,147,10.129121621621621,7.657174556213017,⭐ Core Product
DOORMAT MULTICOLOUR STRIPE,9080.68,1491,201,9.6681592039801,6.0903286384976525,⭐ Core Product
DOORMAT NEIGHBOURHOOD WITCH ,2038.39,282,98,9.783877551020408,7.2283333333333335,💎 Premium Product
DOORMAT NEW ENGLAND,24108.39,3807,600,8.464717607973423,6.332647754137116,⭐ Core Product
DOORMAT PEACE ON EARTH BLUE,3519.6600000000003,705,32,9.140625,4.992425531914894,⭐ Core Product
DOORMAT RED RETROSPOT,28049.54,4089,697,8.940702005730659,6.859755441428223,⭐ Core Product
DOORMAT RESPECTABLE HOUSE,5754.03,792,182,9.761703296703296,7.2651893939393934,⭐ Core Product
DOORMAT SPOTTY HOME SWEET HOME,13572.06,1752,480,9.204553014553015,7.746609589041095,⭐ Core Product
DOORMAT TOPIARY,6009.84,904,205,8.774320388349514,6.648053097345133,⭐ Core Product
DOORMAT UNION FLAG,25534.15,3751,616,8.891294498381876,6.807291388962944,⭐ Core Product
DOORMAT UNION JACK GUNS AND ROSES,7580.82,1228,206,9.168653846153846,6.173306188925081,⭐ Core Product
DOORMAT VINTAGE LEAF,4122.2,564,142,9.177535211267607,7.30886524822695,⭐ Core Product
DOORMAT VINTAGE LEAVES DESIGN ,2881.18,430,91,7.847912087912087,6.700418604651162,⭐ Core Product
DOORMAT WELCOME PUPPIES,12107.02,2064,287,8.819268292682928,5.865804263565892,⭐ Core Product
DOORMAT WELCOME SUNRISE,2678.77,371,120,9.365499999999999,7.220404312668464,⭐ Core Product
DOORMAT WELCOME TO OUR HOME,11539.06,1527,448,9.491026785714284,7.556686313032089,⭐ Core Product
DOORSTOP FOOTBALL DESIGN,539.9,152,67,4.666716417910448,3.5519736842105263,⚠️ Rationalization Candidate
DOORSTOP RACING CAR DESIGN,269.71,123,38,3.216578947368421,2.192764227642276,⚠️ Rationalization Candidate
DOORSTOP RETROSPOT HEART,6525.88,1594,296,4.5645945945945945,4.094027603513174,⭐ Core Product
DOTCOM POSTAGE,206248.77,708,708,291.3118220338983,291.3118220338983,⭐ Core Product
DOTCOMGIFTSHOP TEA TOWEL,23.089999999999996,13,2,2.4699999999999998,1.776153846153846,⚠️ Rationalization Candidate
DOUBLE CERAMIC PARLOUR HOOK,91.30000000000001,22,5,4.15,4.15,⚠️ Rationalization Candidate
DOUGHNUT LIP GLOSS ,13695.77,10395,344,1.345436046511628,1.3175343915343916,⭐ Core Product
DOVE DECORATION PAINTED ZINC ,754.0300000000001,2381,79,0.6304878048780488,0.31668626627467455,⭐ Core Product
DRAGONS BLOOD INCENSE,104.44,423,39,0.3507692307692308,0.24690307328605202,📦 Volume Driver
DRAWER KNOB CERAMIC BLACK,1448.6699999999998,979,88,1.6273333333333335,1.4797446373850867,⭐ Core Product
DRAWER KNOB CERAMIC IVORY,3147.79,2155,190,1.646020942408377,1.460691415313225,⭐ Core Product
DRAWER KNOB CERAMIC RED,1058.8999999999999,714,74,1.814864864864865,1.4830532212885152,⭐ Core Product
DRAWER KNOB CRACKLE GLAZE BLUE,2138.6299999999997,1207,134,1.9329629629629628,1.7718558409279201,⭐ Core Product
DRAWER KNOB CRACKLE GLAZE GREEN,2284.12,1340,154,1.8390909090909089,1.7045671641791045,⭐ Core Product
DRAWER KNOB CRACKLE GLAZE IVORY,3595.3799999999997,2154,194,1.7784848484848483,1.6691643454038996,⭐ Core Product
DRAWER KNOB CRACKLE GLAZE PINK,2132.4999999999995,1266,153,1.8296078431372549,1.6844391785150075,⭐ Core Product
DRAWER KNOB VINTAGE GLASS BALL,760.8000000000001,350,54,2.269814814814815,2.173714285714286,⭐ Core Product
DRAWER KNOB VINTAGE GLASS HEXAGON,627.95,295,30,2.216666666666667,2.1286440677966105,⚠️ Rationalization Candidate
DRAWER KNOB VINTAGE GLASS STAR,1198.96,556,62,2.3271875,2.156402877697842,⭐ Core Product
DROP DIAMANTE EARRINGS BLACK DIAMON,41.010000000000005,14,7,2.922857142857143,2.9292857142857147,⚠️ Rationalization Candidate
DROP DIAMANTE EARRINGS CRYSTAL,76.23,26,14,2.9235714285714285,2.931923076923077,⚠️ Rationalization Candidate
DROP DIAMANTE EARRINGS GREEN,41.080000000000005,14,9,2.9255555555555555,2.9342857142857146,⚠️ Rationalization Candidate
DROP DIAMANTE EARRINGS PURPLE,73.53,25,14,2.934285714285714,2.9412000000000003,⚠️ Rationalization Candidate
DROP EARRINGS W FLOWER & LEAF,22.58,9,7,2.5171428571428573,2.5088888888888885,⚠️ Rationalization Candidate
DUSTY PINK CHRISTMAS TREE 30CM,1.25,1,1,1.25,1.25,⚠️ Rationalization Candidate
DUSTY PINK CHRISTMAS TREE 60CM,26.550000000000004,9,2,2.95,2.9500000000000006,⚠️ Rationalization Candidate
Dad's Cab Electronic Meter,16.94,2,2,8.47,8.47,⚠️ Rationalization Candidate
Dotcomgiftshop Gift Voucher £10.00,74.97,9,8,8.33,8.33,⚠️ Rationalization Candidate
Dotcomgiftshop Gift Voucher £100.00,83.33,1,1,83.33,83.33,⚠️ Rationalization Candidate
Dotcomgiftshop Gift Voucher £20.00,167.05,10,9,16.708888888888893,16.705000000000002,⚠️ Rationalization Candidate
Dotcomgiftshop Gift Voucher £30.00,175.53,7,7,25.075714285714287,25.075714285714287,⚠️ Rationalization Candidate
Dotcomgiftshop Gift Voucher £40.00,100.69999999999999,3,3,33.56666666666666,33.56666666666666,⚠️ Rationalization Candidate
Dotcomgiftshop Gift Voucher £50.00,167.56,4,4,41.89,41.89,⚠️ Rationalization Candidate
Dr. Jam's Arouzer Stress Ball,8.34,2,2,4.17,4.17,⚠️ Rationalization Candidate
EASTER BUNNY GARLAND OF FLOWERS,273.64,567,79,0.631625,0.4826102292768959,📦 Volume Driver
EASTER BUNNY HANGING GARLAND,133.23,68,23,3.0243478260869567,1.9592647058823527,⚠️ Rationalization Candidate
EASTER BUNNY WITH BASKET ON BACK,72.63,108,20,0.7271428571428571,0.6725,⚠️ Rationalization Candidate
EASTER BUNNY WREATH,138.6,28,10,4.95,4.95,⚠️ Rationalization Candidate
EASTER CRAFT 4 CHICKS ,3917.45,1933,186,2.255079365079365,2.02661665804449,⭐ Core Product
EASTER CRAFT IVY WREATH WITH CHICK,1.95,1,1,1.95,1.95,⚠️ Rationalization Candidate
EASTER DECORATION EGG BUNNY ,673.17,836,83,1.094470588235294,0.8052272727272727,⭐ Core Product
